lyric,line,album,track_n,song_name,album_year
beat killing spree  your honor,56,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
i must plead guilty   cause i sparked a revolution,57,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
rebel without a cause who caused the evolution,58,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
of rap  to take it to the next level  boost it,59,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
but several rebuked it  and whoever produced it,60,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  hip hop is the devil music  ,61,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
does that mean it belongs to me ,62,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
 cause i just happen to be a white honky devil with two horns,63,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
that do not honk but every time i speak you hear a beep,64,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
but lyrically i never hear a peep  not even a whisper,65,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
rappers better stay clear of me  bitch   cause it the ,66,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
it the time of the season,67,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
when hate runs high,68,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
and this time  i will not give it to you easy,69,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
when i take back what mine,70,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
with pleasured hands,71,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
and torture everyone  that is my plan,72,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
my job here is not done,73,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
 cause there no rhyme or no reason for nothing,74,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  what your name    shady,75,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  who your daddy    i don t give a fuck  but i wonder,76,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  is he rich like me    doubt it  ha,77,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  has he taken any time to show you what you need to live   ,78,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
so  yeah  dad let walk,79,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
let have us a father and son talk,80,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
but i bet we would not probably get one block,81,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
without me knocking your block off  this is all your fault,82,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
maybe that why i am so bananas i a ppealed to all those walks,83,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
of life  whoever had strife,84,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
maybe that what dad and son talks are like,85,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
 cause i related to the struggles of young america,86,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
when their fucking parents were unaware of their troubles,87,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
now they are ripping  out their fucking  hair again  it hysterical,88,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
i chuckle as everybody bloodies their bare knuckles,89,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
yeah  uh oh  better beware  knuckle heads ,90,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
the sign of my hustle says ,91,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
 do not knock  the door broken  it will not lock,92,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
it might just fly open  get cold cocked,93,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
you critics come to pay me a visit ,94,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
misery loves company  please stay a minute  ,95,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
kryptonite to a hypocrite,96,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
zip your lip if you dish it but cannot take it,97,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
too busy getting  stoned in your glass house,98,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
to kick rocks  then you wonder why i lash out,99,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
mr  mathers as advertised on the flyers  so spread the word,100,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
 cause i am promoting my passion until i am passed out,101,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
completely brain dead  rain man,102,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
doing a bankhead in a restraint chair,103,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
so  bitch  shoot me a look  it better be a blank stare,104,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
or get shanked in the pancreas,105,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
i am angrier than all eight other reindeer,106,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
put together with chief keef  cause i hate every fucking  thang  yeah,107,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
even this rhyme  bitch,108,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
and quit trying  look for a fucking  reason for it that aint there,109,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
but i still am a  criminal  ,110,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
ten year old degenerate grabbing  on my genitals ,111,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
the last mathers lp done went diamond,112,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
this time i am predicting this one will go emerald ,113,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
when will the madness end ,114,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
how can it when there no method to the pad and pen ,115,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
the only message that i have to send,116,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
is   dad  i am back at it again  ,117,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
yeah   who your daddy  ,118,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
you fucking  groupie,1,The Marshall Mathers LP2,4,So Much Better,2013-11-05
pick up the goddamn phone,2,The Marshall Mathers LP2,4,So Much Better,2013-11-05
bitch  where the fuck were you tuesday  with who you say ,3,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i was not at the studio  bitch  what would you do  screw dre ,4,The Marshall Mathers LP2,4,So Much Better,2013-11-05
you went there looking  for me  boo  that excuse is too lame,5,The Marshall Mathers LP2,4,So Much Better,2013-11-05
keep playing  me  you are going to end up with a huge goose egg,6,The Marshall Mathers LP2,4,So Much Better,2013-11-05
you fake  lying  slut  you never told me you knew drake,7,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and lupe  you want to loose two legs ,8,The Marshall Mathers LP2,4,So Much Better,2013-11-05
you trying  to flip this on me  if i spent more time with you  you say,9,The Marshall Mathers LP2,4,So Much Better,2013-11-05
 okay  yeah  and i am coo coo  eh     well  screw you,10,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and i will be the third person who screwed you today,11,The Marshall Mathers LP2,4,So Much Better,2013-11-05
oh  fourth dre  drake  lupe oohm  touch ,12,The Marshall Mathers LP2,4,So Much Better,2013-11-05
you were too two faced for me,13,The Marshall Mathers LP2,4,So Much Better,2013-11-05
thought you was my number one true blue ace,14,The Marshall Mathers LP2,4,So Much Better,2013-11-05
but you aint and i cannot see you when you make that wittle boo boo face,15,The Marshall Mathers LP2,4,So Much Better,2013-11-05
 cause i am hanging up this phone  boo  you make my fucking  bluetooth ache,16,The Marshall Mathers LP2,4,So Much Better,2013-11-05
you are feeling blue  too late  go smurf yourself,17,The Marshall Mathers LP2,4,So Much Better,2013-11-05
you make me want to smurf and puke blue kool aid,18,The Marshall Mathers LP2,4,So Much Better,2013-11-05
here what you say to someone you hate,19,The Marshall Mathers LP2,4,So Much Better,2013-11-05
my life would be so much better,20,The Marshall Mathers LP2,4,So Much Better,2013-11-05
if you just dropped dead,21,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i was laying  in bed last night  thinkin ,22,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and then this thought just popped in my head,23,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and i thought  would not shit just be a lot easier,24,The Marshall Mathers LP2,4,So Much Better,2013-11-05
if you dropped dead ,25,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i would feel so much  much better,26,The Marshall Mathers LP2,4,So Much Better,2013-11-05
think i just relapsed  this bitch pushed me over the brink,27,The Marshall Mathers LP2,4,So Much Better,2013-11-05
hop on the freeway tryna get some time alone and just think,28,The Marshall Mathers LP2,4,So Much Better,2013-11-05
 til the cops pulled me over  but they let me go   cause i told them,29,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i am only driving  drunk  cause that bitch drove me to drink,30,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i am back on my fuck hoes  with a whole new hatred for blondes,31,The Marshall Mathers LP2,4,So Much Better,2013-11-05
but bias  i hate all bitches the same  baby  come on ,32,The Marshall Mathers LP2,4,So Much Better,2013-11-05
excuse the pun  but bitch is such a broad statement  and i am,33,The Marshall Mathers LP2,4,So Much Better,2013-11-05
channeling  my anger through every single station that on ,34,The Marshall Mathers LP2,4,So Much Better,2013-11-05
 cause a woman broke my he art  i say   he art ,35,The Marshall Mathers LP2,4,So Much Better,2013-11-05
 cause she ripped it in two pa arts and threw it in the garbage,36,The Marshall Mathers LP2,4,So Much Better,2013-11-05
who do you think you a are  bitch  guess it time for me to get the dust off,37,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and pick myself up off the carpet,38,The Marshall Mathers LP2,4,So Much Better,2013-11-05
but i will never say the l word again,39,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i lo lo lo lo  lesbian ,40,The Marshall Mathers LP2,4,So Much Better,2013-11-05
aaahhh  i hope you hear this song,41,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and go into a cardiac arrest  my life would be so much better if you just ,42,The Marshall Mathers LP2,4,So Much Better,2013-11-05
my life would be so much better,43,The Marshall Mathers LP2,4,So Much Better,2013-11-05
if you just dropped dead,44,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i was laying  in bed last night  thinkin ,45,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and then this thought just popped in my head,46,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and i thought  would not shit just be a lot easier,47,The Marshall Mathers LP2,4,So Much Better,2013-11-05
if you dropped dead ,48,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i would feel so much  much better,49,The Marshall Mathers LP2,4,So Much Better,2013-11-05
 cause you told me,50,The Marshall Mathers LP2,4,So Much Better,2013-11-05
you would love me,51,The Marshall Mathers LP2,4,So Much Better,2013-11-05
forever,52,The Marshall Mathers LP2,4,So Much Better,2013-11-05
bitch  that was a lie,53,The Marshall Mathers LP2,4,So Much Better,2013-11-05
now i never,54,The Marshall Mathers LP2,4,So Much Better,2013-11-05
wanted someone to die,55,The Marshall Mathers LP2,4,So Much Better,2013-11-05
so bad in my fucking  life,56,The Marshall Mathers LP2,4,So Much Better,2013-11-05
but fuck it  there s other fish in the sea,57,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and i ama have a whale of a time,58,The Marshall Mathers LP2,4,So Much Better,2013-11-05
being  a single sailor for the night  bitch  on a scale of,59,The Marshall Mathers LP2,4,So Much Better,2013-11-05
one to ten  shit  i must be the holy grail of,60,The Marshall Mathers LP2,4,So Much Better,2013-11-05
catches  ho  i got an oscar attached to my fucking  name  de la ,61,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i might hit the club  find a chick that tailor made,62,The Marshall Mathers LP2,4,So Much Better,2013-11-05
for me  say fuck it  kick some shots back  get hammered  and nail her,63,The Marshall Mathers LP2,4,So Much Better,2013-11-05
these bitches trying  to get attached  but they are failing  to latch onto the tail of,64,The Marshall Mathers LP2,4,So Much Better,2013-11-05
my bumper  they are scratching  at the back of my trailer,65,The Marshall Mathers LP2,4,So Much Better,2013-11-05
like i am itching  to get hitched  yeah  i am rich as a bitch,66,The Marshall Mathers LP2,4,So Much Better,2013-11-05
but bitches aint shit  i would rather leave a bitch in a ditch,67,The Marshall Mathers LP2,4,So Much Better,2013-11-05
bitch  you complain when you listen to this,68,The Marshall Mathers LP2,4,So Much Better,2013-11-05
but you still throw yourself at me  that what i call pitching  a bitch,69,The Marshall Mathers LP2,4,So Much Better,2013-11-05
that why i am swinging  at this chicks on site,70,The Marshall Mathers LP2,4,So Much Better,2013-11-05
long as i got a bat and two balls it foul  but my dick on strike,71,The Marshall Mathers LP2,4,So Much Better,2013-11-05
so all that love shit is null and void  bitch  i am a droid,72,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i avoid cupid  stupid  was not for blow jobs  you would be unemployed,73,The Marshall Mathers LP2,4,So Much Better,2013-11-05
oye yoy yoy  man oh man  your boy boy boy,74,The Marshall Mathers LP2,4,So Much Better,2013-11-05
getting  sick of these girls girls girls  oink oink oink,75,The Marshall Mathers LP2,4,So Much Better,2013-11-05
you fucking  pigs  all you are good for is doink doink doink,76,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i got 99 problems and a bitch aint one,77,The Marshall Mathers LP2,4,So Much Better,2013-11-05
she all 99 of them  i need a machine gun,78,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i will take them all out  i hope you hear this song,79,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and go into a cardiac arrest  have a heart attack and just,80,The Marshall Mathers LP2,4,So Much Better,2013-11-05
drop dead  and i ama throw a fucking  party after this   cause yes,81,The Marshall Mathers LP2,4,So Much Better,2013-11-05
my life would be so much better,82,The Marshall Mathers LP2,4,So Much Better,2013-11-05
if you just dropped dead  i hate you ,83,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i was laying  in bed last night  thinkin ,84,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and then this thought just popped in my head  you made me like this way ,85,The Marshall Mathers LP2,4,So Much Better,2013-11-05
and i thought  would not shit just be a lot easier,86,The Marshall Mathers LP2,4,So Much Better,2013-11-05
if you dropped dead   bitch ,87,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i would feel so much  much better,88,The Marshall Mathers LP2,4,So Much Better,2013-11-05
i am just playin   bitch,89,The Marshall Mathers LP2,4,So Much Better,2013-11-05
you know i love you,90,The Marshall Mathers LP2,4,So Much Better,2013-11-05
was not ready to be no millionaire  i was ill prepared,1,The Marshall Mathers LP2,5,Survival,2013-11-05
i was prepared to be ill though  the skill was there,2,The Marshall Mathers LP2,5,Survival,2013-11-05
from the beginning it was not  bout the ends  it was  bout,3,The Marshall Mathers LP2,5,Survival,2013-11-05
busting  raps and standing  for somethin   fuck an acronym,4,The Marshall Mathers LP2,5,Survival,2013-11-05
cut the fucking  act like you are happy  i am fucking  back again,5,The Marshall Mathers LP2,5,Survival,2013-11-05
