lyric,line,album,track_n,song_name,album_year
yesterday i changed your diaper,3,The Marshall Mathers LP,16,Kim,2000-05-23
wiped you and powdered you,4,The Marshall Mathers LP,16,Kim,2000-05-23
how did you get so big ,5,The Marshall Mathers LP,16,Kim,2000-05-23
cannot believe it  now you are two,6,The Marshall Mathers LP,16,Kim,2000-05-23
baby  you are so precious  daddy so proud of you,7,The Marshall Mathers LP,16,Kim,2000-05-23
sit down  bitch  you move again  i will beat the shit out of you   okay  ,8,The Marshall Mathers LP,16,Kim,2000-05-23
do not make me wake this baby ,9,The Marshall Mathers LP,16,Kim,2000-05-23
she do not need to see what i am  bout to do ,10,The Marshall Mathers LP,16,Kim,2000-05-23
quit crying  bitch  why do you always make me shout at you  ,11,The Marshall Mathers LP,16,Kim,2000-05-23
how could you just leave me and love him out the blue  ,12,The Marshall Mathers LP,16,Kim,2000-05-23
oh  what the matter  kim  am i too loud for you ,13,The Marshall Mathers LP,16,Kim,2000-05-23
too bad  bitch  you are going to finally hear me out this time ,14,The Marshall Mathers LP,16,Kim,2000-05-23
at first i am like   aight  you want to throw me out  that fine  ,15,The Marshall Mathers LP,16,Kim,2000-05-23
but not for him to take my place  are you out your mind  ,16,The Marshall Mathers LP,16,Kim,2000-05-23
this couch  this tv  this whole house is mine ,17,The Marshall Mathers LP,16,Kim,2000-05-23
how could you let him sleep in our bed   look it  kim ,18,The Marshall Mathers LP,16,Kim,2000-05-23
look at your husband now   no   i said look at him ,19,The Marshall Mathers LP,16,Kim,2000-05-23
he aint so hot now  is he ,20,The Marshall Mathers LP,16,Kim,2000-05-23
little punk ,21,The Marshall Mathers LP,16,Kim,2000-05-23
 why are you doing this    shut the fuck up   you are drunk  ,22,The Marshall Mathers LP,16,Kim,2000-05-23
 you are never going to get away with this   you think i give a fuck  ,23,The Marshall Mathers LP,16,Kim,2000-05-23
c amon  we are going for a ride  bitch   no   sit up front ,24,The Marshall Mathers LP,16,Kim,2000-05-23
 we cannot just leave hailie alone  what if she wakes up  ,25,The Marshall Mathers LP,16,Kim,2000-05-23
we will be right back   well  i will  you will be in the trunk,26,The Marshall Mathers LP,16,Kim,2000-05-23
so long  bitch  you did me so wrong,27,The Marshall Mathers LP,16,Kim,2000-05-23
i do not want to go on,28,The Marshall Mathers LP,16,Kim,2000-05-23
living in this world without you,29,The Marshall Mathers LP,16,Kim,2000-05-23
so long  bitch  you did me so wrong,30,The Marshall Mathers LP,16,Kim,2000-05-23
i do not want to go on,31,The Marshall Mathers LP,16,Kim,2000-05-23
living in this world without you,32,The Marshall Mathers LP,16,Kim,2000-05-23
you really fucked me  kim  you really did a number on me ,33,The Marshall Mathers LP,16,Kim,2000-05-23
never knew me cheating on you would come back to haunt me,34,The Marshall Mathers LP,16,Kim,2000-05-23
but we was kids then  kim  i was only eighteen,35,The Marshall Mathers LP,16,Kim,2000-05-23
that was years ago  i thought we wiped the slate clean,36,The Marshall Mathers LP,16,Kim,2000-05-23
that fucked up   i love you   oh god  my brain is racin ,37,The Marshall Mathers LP,16,Kim,2000-05-23
 i love you   what are you doing  change the station ,38,The Marshall Mathers LP,16,Kim,2000-05-23
i hate this song  does this look like a big joke   no  ,39,The Marshall Mathers LP,16,Kim,2000-05-23
laying dead with a slit throat in your living room ,40,The Marshall Mathers LP,16,Kim,2000-05-23
ha ha  what  you think i am kidding  you  ,41,The Marshall Mathers LP,16,Kim,2000-05-23
you loved him  did not you   no  ,42,The Marshall Mathers LP,16,Kim,2000-05-23
bullshit  you bitch  do not fucking lie to me ,43,The Marshall Mathers LP,16,Kim,2000-05-23
what the fuck this guy problem on the side of me ,44,The Marshall Mathers LP,16,Kim,2000-05-23
fuck you  asshole  yeah  bite me ,45,The Marshall Mathers LP,16,Kim,2000-05-23
kim  kim  why do not you like me ,46,The Marshall Mathers LP,16,Kim,2000-05-23
you think i am ugly  do not you   it not that   no  you think i am ugly,47,The Marshall Mathers LP,16,Kim,2000-05-23
 baby   get the fuck away from me  do not touch me ,48,The Marshall Mathers LP,16,Kim,2000-05-23
i hate you  i hate you  i swear to god  i hate you ,49,The Marshall Mathers LP,16,Kim,2000-05-23
oh my god  i love you  how the fuck could you do this to me  ,50,The Marshall Mathers LP,16,Kim,2000-05-23
 i am sorry   how the fuck could you do this to me  ,51,The Marshall Mathers LP,16,Kim,2000-05-23
so long  bitch  you did me so wrong,52,The Marshall Mathers LP,16,Kim,2000-05-23
i do not want to go on,53,The Marshall Mathers LP,16,Kim,2000-05-23
living in this world without you,54,The Marshall Mathers LP,16,Kim,2000-05-23
so long  bitch  you did me so wrong,55,The Marshall Mathers LP,16,Kim,2000-05-23
i do not want to go on,56,The Marshall Mathers LP,16,Kim,2000-05-23
living in this world without you,57,The Marshall Mathers LP,16,Kim,2000-05-23
come on  get out   i cannot  i am scared  ,58,The Marshall Mathers LP,16,Kim,2000-05-23
i said get out  bitch   let go of my hair  please do not do this  baby  please  i love you  look  we can just take hailie and leave  ,59,The Marshall Mathers LP,16,Kim,2000-05-23
fuck you ,60,The Marshall Mathers LP,16,Kim,2000-05-23
you did this to us  you did it  it your fault ,61,The Marshall Mathers LP,16,Kim,2000-05-23
 oh my god  i am cracking  up  get a grip  marshall ,62,The Marshall Mathers LP,16,Kim,2000-05-23
hey  remember the time we went to brian party,63,The Marshall Mathers LP,16,Kim,2000-05-23
and you were  like  so drunk that you threw up all over archie ,64,The Marshall Mathers LP,16,Kim,2000-05-23
that was funny  was not it   yes ,65,The Marshall Mathers LP,16,Kim,2000-05-23
that was funny  was not it    yes  ,66,The Marshall Mathers LP,16,Kim,2000-05-23
see  it all makes sense  does not it ,67,The Marshall Mathers LP,16,Kim,2000-05-23
you and your husband have a fight  one of you tries to grab a knife,68,The Marshall Mathers LP,16,Kim,2000-05-23
and during the struggle he accidentally gets his adam apple sliced  no  ,69,The Marshall Mathers LP,16,Kim,2000-05-23
and while this is going on  his son just woke up,70,The Marshall Mathers LP,16,Kim,2000-05-23
and he walks in  she panics  and he gets his throat cut,71,The Marshall Mathers LP,16,Kim,2000-05-23
 oh my god    so now they both dead,72,The Marshall Mathers LP,16,Kim,2000-05-23
and you slash your own throat,73,The Marshall Mathers LP,16,Kim,2000-05-23
so now it double homicide and suicide with no note,74,The Marshall Mathers LP,16,Kim,2000-05-23
i shoulda known better when you started to act weird,75,The Marshall Mathers LP,16,Kim,2000-05-23
we coulda  hey  where you going  get back here ,76,The Marshall Mathers LP,16,Kim,2000-05-23
you cannot run from me  kim  it just us  nobody else,77,The Marshall Mathers LP,16,Kim,2000-05-23
you are only making this harder on yourself ,78,The Marshall Mathers LP,16,Kim,2000-05-23
ha ha  gotcha  go ahead  yell ,79,The Marshall Mathers LP,16,Kim,2000-05-23
here  i will scream with you   ah  somebody help  ,80,The Marshall Mathers LP,16,Kim,2000-05-23
do not you get it  bitch  no one can hear you ,81,The Marshall Mathers LP,16,Kim,2000-05-23
now shut the fuck up  and get what coming  to you ,82,The Marshall Mathers LP,16,Kim,2000-05-23
you were supposed to love me ,83,The Marshall Mathers LP,16,Kim,2000-05-23
now bleed  bitch  bleed  bleed  bitch  bleed  bleed ,84,The Marshall Mathers LP,16,Kim,2000-05-23
so long  bitch  you did me so wrong,85,The Marshall Mathers LP,16,Kim,2000-05-23
i do not want to go on,86,The Marshall Mathers LP,16,Kim,2000-05-23
living in this world without you,87,The Marshall Mathers LP,16,Kim,2000-05-23
so long  bitch  you did me so wrong,88,The Marshall Mathers LP,16,Kim,2000-05-23
i do not want to go on,89,The Marshall Mathers LP,16,Kim,2000-05-23
living in this world without you,90,The Marshall Mathers LP,16,Kim,2000-05-23
chem le le le le le le le  le le  le le,1,The Marshall Mathers LP,17,Under the Influence,2000-05-23
chem le le le ne miah nuf niah  ne nish  ne ne,2,The Marshall Mathers LP,17,Under the Influence,2000-05-23
translation ,3,The Marshall Mathers LP,17,Under the Influence,2000-05-23
so you can suck my dick if you do not like my shit,4,The Marshall Mathers LP,17,Under the Influence,2000-05-23
 cause i was high when i wrote this  so suck my dick ,5,The Marshall Mathers LP,17,Under the Influence,2000-05-23
two pills i pop   til my pupils swell up like two pennies,6,The Marshall Mathers LP,17,Under the Influence,2000-05-23
i am clint eastwood in his mid twenties,7,The Marshall Mathers LP,17,Under the Influence,2000-05-23
a young ass man with a trash can  strapped to the back,8,The Marshall Mathers LP,17,Under the Influence,2000-05-23
of his ass so the rats cannot chew through his last pants,9,The Marshall Mathers LP,17,Under the Influence,2000-05-23
i am like a mummy at night  fighting  with bright lightnin ,10,The Marshall Mathers LP,17,Under the Influence,2000-05-23
and frightened with five little white vicodin pills biting  him,11,The Marshall Mathers LP,17,Under the Influence,2000-05-23
i am like a fucking  wasp in the hospital  lost,12,The Marshall Mathers LP,17,Under the Influence,2000-05-23
stinging  the fuck outta everything i come across in the halls,13,The Marshall Mathers LP,17,Under the Influence,2000-05-23
i light a candle and place it up on the mantel,14,The Marshall Mathers LP,17,Under the Influence,2000-05-23
grab a knife at the blade and stab you with the fucking  handle,15,The Marshall Mathers LP,17,Under the Influence,2000-05-23
so when you find yourself wrapped up in the blinds  hurtin ,16,The Marshall Mathers LP,17,Under the Influence,2000-05-23
 bitch  it too late ,17,The Marshall Mathers LP,17,Under the Influence,2000-05-23
 cause once you are hung from the drapes  it curtains,18,The Marshall Mathers LP,17,Under the Influence,2000-05-23
so you can suck my dick if you do not like my shit,19,The Marshall Mathers LP,17,Under the Influence,2000-05-23
 cause i was high when i wrote this  so suck my dick ,20,The Marshall Mathers LP,17,Under the Influence,2000-05-23
 cause i do not give a fuck if you do not like my shit,21,The Marshall Mathers LP,17,Under the Influence,2000-05-23
 cause i was high when i wrote this  so suck my dick ,22,The Marshall Mathers LP,17,Under the Influence,2000-05-23
so you can suck my dick if you do not like my shit,23,The Marshall Mathers LP,17,Under the Influence,2000-05-23
 cause i was high when i wrote this  so suck my dick ,24,The Marshall Mathers LP,17,Under the Influence,2000-05-23
 cause i do not give a fuck if you do not like my shit,25,The Marshall Mathers LP,17,Under the Influence,2000-05-23
 cause i was high when i wrote this  so suck my dick ,26,The Marshall Mathers LP,17,Under the Influence,2000-05-23
ha ha  suck my motherfucking  dick ,27,The Marshall Mathers LP,17,Under the Influence,2000-05-23
d12  dirty motherfuckin  dozen,28,The Marshall Mathers LP,17,Under the Influence,2000-05-23
nasty like a stank slut bitch with thirty fucking  husbands,29,The Marshall Mathers LP,17,Under the Influence,2000-05-23
bizarre kid  swifty mcvay  the kon artis,30,The Marshall Mathers LP,17,Under the Influence,2000-05-23
the kuniva  derty harry  and slim shady,31,The Marshall Mathers LP,17,Under the Influence,2000-05-23
a lot of people ask me stupid fucking  questions,1,The Marshall Mathers LP,18,Criminal,2000-05-23
a lot of people think that what i say on a record,2,The Marshall Mathers LP,18,Criminal,2000-05-23
or what i talk about on a record,3,The Marshall Mathers LP,18,Criminal,2000-05-23
that i actually do in real life or that i believe in it,4,The Marshall Mathers LP,18,Criminal,2000-05-23
or if i say that i want to kill somebody,5,The Marshall Mathers LP,18,Criminal,2000-05-23
that i am actually going to do it or that i believe in it,6,The Marshall Mathers LP,18,Criminal,2000-05-23
well  shit  if you believe that  then i will kill you,7,The Marshall Mathers LP,18,Criminal,2000-05-23
you know why   cause i am a criminal ,8,The Marshall Mathers LP,18,Criminal,2000-05-23
criminal  you are goddamn right,9,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal  yeah  i am a criminal ,10,The Marshall Mathers LP,18,Criminal,2000-05-23
my words are like a dagger with a jagged edge,11,The Marshall Mathers LP,18,Criminal,2000-05-23
that will stab you in the head  whether you are a fag or lez,12,The Marshall Mathers LP,18,Criminal,2000-05-23
or a homosex  hermaph or a trans a vest,13,The Marshall Mathers LP,18,Criminal,2000-05-23
pants or dress  hate fags  the answer yes,14,The Marshall Mathers LP,18,Criminal,2000-05-23
homophobic  nah  you are just heterophobic,15,The Marshall Mathers LP,18,Criminal,2000-05-23
staring  at my jeans  watching  my genitals bulging   ooh  ,16,The Marshall Mathers LP,18,Criminal,2000-05-23
that my motherfucking  balls  you would better let go of them,17,The Marshall Mathers LP,18,Criminal,2000-05-23
they belong in my scrotum  you will never get hold of them ,18,The Marshall Mathers LP,18,Criminal,2000-05-23
 hey  it me  versace  whoops  somebody shot me ,19,The Marshall Mathers LP,18,Criminal,2000-05-23
and i was just checking  the mail  get it  checking  the male  ,20,The Marshall Mathers LP,18,Criminal,2000-05-23
how many records you expecting  to sell,21,The Marshall Mathers LP,18,Criminal,2000-05-23
after your second lp sends you directly to jail ,22,The Marshall Mathers LP,18,Criminal,2000-05-23
come on  relax  guy  i like gay men,23,The Marshall Mathers LP,18,Criminal,2000-05-23
right  ken  give me an amen   a men  ,24,The Marshall Mathers LP,18,Criminal,2000-05-23
 please lord  this boy needs jesus,25,The Marshall Mathers LP,18,Criminal,2000-05-23
heal this child  help us destroy these demons,26,The Marshall Mathers LP,18,Criminal,2000-05-23
oh  and please send me a brand new car,27,The Marshall Mathers LP,18,Criminal,2000-05-23
and a prostitute while my wife sick in the hospital ,28,The Marshall Mathers LP,18,Criminal,2000-05-23
preacher  preacher  fifth grade teacher ,29,The Marshall Mathers LP,18,Criminal,2000-05-23
you cannot reach me  my mom cannot neither,30,The Marshall Mathers LP,18,Criminal,2000-05-23
you cannot teach me a goddamn thing  cause,31,The Marshall Mathers LP,18,Criminal,2000-05-23
i watch tv and comcast cable,32,The Marshall Mathers LP,18,Criminal,2000-05-23
and you aint able to stop these thoughts,33,The Marshall Mathers LP,18,Criminal,2000-05-23
you cannot stop me from topping  these charts,34,The Marshall Mathers LP,18,Criminal,2000-05-23
and you cannot stop me from dropping  each march,35,The Marshall Mathers LP,18,Criminal,2000-05-23
with a brand new cd for these fucking  retards  duh ,36,The Marshall Mathers LP,18,Criminal,2000-05-23
and to think  it just little ol  me,37,The Marshall Mathers LP,18,Criminal,2000-05-23
mr  do not give a fuck still will not leave,38,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal ,39,The Marshall Mathers LP,18,Criminal,2000-05-23
 cause every time i write a rhyme these people think it a crime,40,The Marshall Mathers LP,18,Criminal,2000-05-23
to tell them what on my mind  i guess i am a criminal ,41,The Marshall Mathers LP,18,Criminal,2000-05-23
i do not gotta say a word  i just flip them the bird,42,The Marshall Mathers LP,18,Criminal,2000-05-23
and keep goin   i do not take shit from no one,43,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal ,44,The Marshall Mathers LP,18,Criminal,2000-05-23
 cause every time i write a rhyme these people think it a crime,45,The Marshall Mathers LP,18,Criminal,2000-05-23
to tell them what on my mind  i guess i am a criminal ,46,The Marshall Mathers LP,18,Criminal,2000-05-23
i do not gotta say a word  i just flip them the bird,47,The Marshall Mathers LP,18,Criminal,2000-05-23
and keep goin   i do not take shit from no one,48,The Marshall Mathers LP,18,Criminal,2000-05-23
the mother did drugs  hard liquor  cigarettes and speed,49,The Marshall Mathers LP,18,Criminal,2000-05-23
the baby came out  disfigured ligaments  indeed,50,The Marshall Mathers LP,18,Criminal,2000-05-23
it was a seed who would grow up just as crazy as she,51,The Marshall Mathers LP,18,Criminal,2000-05-23
do not dare make fun of that baby   cause that baby was me,52,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal  an animal caged who turned crazed,53,The Marshall Mathers LP,18,Criminal,2000-05-23
but how the fuck you supposed to grow up when you were not raised ,54,The Marshall Mathers LP,18,Criminal,2000-05-23
so as i got older and i got a lot taller,55,The Marshall Mathers LP,18,Criminal,2000-05-23
my dick shrunk smaller  but my balls got larger,56,The Marshall Mathers LP,18,Criminal,2000-05-23
i drank more liquor to fuck you up quicker,57,The Marshall Mathers LP,18,Criminal,2000-05-23
than you would want to fuck me up for saying  the word ,58,The Marshall Mathers LP,18,Criminal,2000-05-23
my morals went  thhbbpp  when the president got oral,59,The Marshall Mathers LP,18,Criminal,2000-05-23
sex in his oval office on top of his desk off of his own employee,60,The Marshall Mathers LP,18,Criminal,2000-05-23
now  do not ignore me  you will not avoid me,61,The Marshall Mathers LP,18,Criminal,2000-05-23
you cannot miss me  i am white  blonde haired  and my nose is pointy,62,The Marshall Mathers LP,18,Criminal,2000-05-23
i am the bad guy who makes fun of people that die,63,The Marshall Mathers LP,18,Criminal,2000-05-23
in plane crashes and laughs as long as it aint happening  to him,64,The Marshall Mathers LP,18,Criminal,2000-05-23
slim shady  i am as crazy as em ,65,The Marshall Mathers LP,18,Criminal,2000-05-23
 inem and kim combined  the maniac in ,66,The Marshall Mathers LP,18,Criminal,2000-05-23
in place of the doctor  cause dre could not make it today,67,The Marshall Mathers LP,18,Criminal,2000-05-23
he a little under the weather  so i am taking  his place  mm mm mmm  ,68,The Marshall Mathers LP,18,Criminal,2000-05-23
oh  that dre with an ak to his face,69,The Marshall Mathers LP,18,Criminal,2000-05-23
do not make me kill him too and spray his brains all over the place,70,The Marshall Mathers LP,18,Criminal,2000-05-23
i told you  dre  you should have kept that thang put away,71,The Marshall Mathers LP,18,Criminal,2000-05-23
i guess that will teach you not to let me play with it  eh ,72,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal ,73,The Marshall Mathers LP,18,Criminal,2000-05-23
driver  aight look,74,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  uh huh,75,The Marshall Mathers LP,18,Criminal,2000-05-23
driver  just go up in that motherfucker  get the motherfucking  money and get the fuck up outta there,76,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  aight,77,The Marshall Mathers LP,18,Criminal,2000-05-23
driver  i ll be right here waiting  on you,78,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  aight,79,The Marshall Mathers LP,18,Criminal,2000-05-23
driver  yo  em,80,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  what  ,81,The Marshall Mathers LP,18,Criminal,2000-05-23
driver  do not kill nobody this time,82,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  awwright  goddamn  this motherfucker gets on my fucking  nerves ,83,The Marshall Mathers LP,18,Criminal,2000-05-23
  whistling   how you doin  ,84,The Marshall Mathers LP,18,Criminal,2000-05-23
teller  hi  how can i help you ,85,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  yeah  i need to make a withdrawal,86,The Marshall Mathers LP,18,Criminal,2000-05-23
teller  okay,87,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  put the fucking  money in the bag  bitch  and i won t kill you ,88,The Marshall Mathers LP,18,Criminal,2000-05-23
teller  what  oh my god  don t kill me ,89,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  i m not going to kill you  bitch  quit looking  around,90,The Marshall Mathers LP,18,Criminal,2000-05-23
teller  don t kill me  i have got two kids at home do not kill me ,91,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  i said i m not going to fucking  kill you,92,The Marshall Mathers LP,18,Criminal,2000-05-23
teller  do not kill me ,93,The Marshall Mathers LP,18,Criminal,2000-05-23
eminem  hurry the fuck up    gunshot   thank you ,94,The Marshall Mathers LP,18,Criminal,2000-05-23
windows tinted on my ride when i drive in it  go  go  go  ,95,The Marshall Mathers LP,18,Criminal,2000-05-23
so when i rob a bank  run out and just dive in it,96,The Marshall Mathers LP,18,Criminal,2000-05-23
so i will be disguised in it and if anybody identifies,97,The Marshall Mathers LP,18,Criminal,2000-05-23
the guy in it  i hide for five minutes,98,The Marshall Mathers LP,18,Criminal,2000-05-23
come back  shoot the eyewitness,99,The Marshall Mathers LP,18,Criminal,2000-05-23
fire at the private eye hired to pry in my business,100,The Marshall Mathers LP,18,Criminal,2000-05-23
die bitches  bastards  brats  pets,101,The Marshall Mathers LP,18,Criminal,2000-05-23
this puppy lucky i did not blast his ass yet,102,The Marshall Mathers LP,18,Criminal,2000-05-23
if i ever gave a fuck  i would shave my nuts,103,The Marshall Mathers LP,18,Criminal,2000-05-23
tuck my dick in between my legs and cluck,104,The Marshall Mathers LP,18,Criminal,2000-05-23
you motherfucking  chickens aint brave enough,105,The Marshall Mathers LP,18,Criminal,2000-05-23
to say the stuff i say  so just tape it shut,106,The Marshall Mathers LP,18,Criminal,2000-05-23
shit  half the shit i say  i just make it up,107,The Marshall Mathers LP,18,Criminal,2000-05-23
to make you mad  so kiss my white naked ass,108,The Marshall Mathers LP,18,Criminal,2000-05-23
and if it not a rapper that i make it as,109,The Marshall Mathers LP,18,Criminal,2000-05-23
i ama be a fucking  rapist in a jason mask,110,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal ,111,The Marshall Mathers LP,18,Criminal,2000-05-23
 cause every time i write a rhyme these people think it a crime,112,The Marshall Mathers LP,18,Criminal,2000-05-23
to tell them what on my mind  i guess i am a criminal ,113,The Marshall Mathers LP,18,Criminal,2000-05-23
i do not gotta say a word  i just flip them the bird,114,The Marshall Mathers LP,18,Criminal,2000-05-23
and keep goin   i do not take shit from no one,115,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal ,116,The Marshall Mathers LP,18,Criminal,2000-05-23
 cause every time i write a rhyme these people think it a crime,117,The Marshall Mathers LP,18,Criminal,2000-05-23
to tell them what on my mind  i guess i am a criminal ,118,The Marshall Mathers LP,18,Criminal,2000-05-23
i do not gotta say a word  i just flip them the bird,119,The Marshall Mathers LP,18,Criminal,2000-05-23
and keep goin   i do not take shit from no one,120,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal ,121,The Marshall Mathers LP,18,Criminal,2000-05-23
 cause every time i write a rhyme these people think it a crime,122,The Marshall Mathers LP,18,Criminal,2000-05-23
to tell them what on my mind  i guess i am a criminal ,123,The Marshall Mathers LP,18,Criminal,2000-05-23
i do not gotta say a word  i just flip them the bird,124,The Marshall Mathers LP,18,Criminal,2000-05-23
and keep goin   i do not take shit from no one,125,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal ,126,The Marshall Mathers LP,18,Criminal,2000-05-23
 cause every time i write a rhyme these people think it a crime,127,The Marshall Mathers LP,18,Criminal,2000-05-23
to tell them what on my mind  i guess i am a criminal ,128,The Marshall Mathers LP,18,Criminal,2000-05-23
i do not gotta say a word  i just flip them the bird,129,The Marshall Mathers LP,18,Criminal,2000-05-23
and keep goin   i do not take shit from no one,130,The Marshall Mathers LP,18,Criminal,2000-05-23
i am a criminal ,131,The Marshall Mathers LP,18,Criminal,2000-05-23
this is a public service announcement,1,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
brought to you in part by slim shady,2,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
the views and events expressed here are totally fucked,3,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
and are not necessarily the views of anyone,4,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
however  the events and suggestions that appear on this album,5,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
are not to be taken lightly,6,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
children should not partake in the listening of this album,7,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
with laces in their shoes,8,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
slim shady is not responsible for your actions,9,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
upon purchasing this album,10,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
you have agreed not to try this at home,11,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
a anything else ,12,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
yeah  do not do drugs,13,The Slim Shady LP,1,Public Service Announcement (Skit),1999-02-23
hi  my name is  what  my name is  who ,1,The Slim Shady LP,2,My Name Is,1999-02-23
my name is  chka chka  slim shady,2,The Slim Shady LP,2,My Name Is,1999-02-23
hi  my name is  huh  my name is  what ,3,The Slim Shady LP,2,My Name Is,1999-02-23
my name is  chka chka  slim shady,4,The Slim Shady LP,2,My Name Is,1999-02-23
hi  my name is  what   excuse me  my name is  who ,5,The Slim Shady LP,2,My Name Is,1999-02-23
my name is  chka chka  slim shady,6,The Slim Shady LP,2,My Name Is,1999-02-23
 can i have the attention of the class for one second  ,7,The Slim Shady LP,2,My Name Is,1999-02-23
hi  my name is  huh  my name is  what ,8,The Slim Shady LP,2,My Name Is,1999-02-23
my name is  chka chka  slim shady,9,The Slim Shady LP,2,My Name Is,1999-02-23
hi  kids  do you like violence   yeah  yeah  yeah ,10,The Slim Shady LP,2,My Name Is,1999-02-23
want to see me stick nine inch nails through each one of my eyelids   uh huh ,11,The Slim Shady LP,2,My Name Is,1999-02-23
want to copy me and do exactly like i did   yeah  yeah ,12,The Slim Shady LP,2,My Name Is,1999-02-23
try  cid and get fucked up worse than my life is   huh  ,13,The Slim Shady LP,2,My Name Is,1999-02-23
my brain dead weight  i am tryna get my head straight,14,The Slim Shady LP,2,My Name Is,1999-02-23
but i cannot figure out which spice girl i want to impregnate  oh ,15,The Slim Shady LP,2,My Name Is,1999-02-23
and dr  dre said   slim shady  you a basehead   uh uh ,16,The Slim Shady LP,2,My Name Is,1999-02-23
 then why your face red  man  you wasted ,17,The Slim Shady LP,2,My Name Is,1999-02-23
well  since age 12  i felt like i am someone else,18,The Slim Shady LP,2,My Name Is,1999-02-23
 cause i hung my original self from the top bunk with a belt,19,The Slim Shady LP,2,My Name Is,1999-02-23
got pissed off and ripped pamela lee tits off,20,The Slim Shady LP,2,My Name Is,1999-02-23
and smacked her so hard i knocked her clothes backwards like kris kross,21,The Slim Shady LP,2,My Name Is,1999-02-23
i smoke a fat pound of grass  and fall on my ass,22,The Slim Shady LP,2,My Name Is,1999-02-23
faster than a fat bitch who sat down too fast,23,The Slim Shady LP,2,My Name Is,1999-02-23
come here  slut   shady  wait a minute  that my girl  dawg ,24,The Slim Shady LP,2,My Name Is,1999-02-23
i do not give a fuck  god sent me to piss the world off,25,The Slim Shady LP,2,My Name Is,1999-02-23
hi  my name is  what  my name is  who ,26,The Slim Shady LP,2,My Name Is,1999-02-23
my name is  chka chka  slim shady,27,The Slim Shady LP,2,My Name Is,1999-02-23
hi  my name is  huh  my name is  what ,28,The Slim Shady LP,2,My Name Is,1999-02-23
my name is  chka chka  slim shady,29,The Slim Shady LP,2,My Name Is,1999-02-23
hi  my name is  what  my name is  who ,30,The Slim Shady LP,2,My Name Is,1999-02-23
my name is  chka chka  slim shady,31,The Slim Shady LP,2,My Name Is,1999-02-23
hi  my name is  huh  my name is  what ,32,The Slim Shady LP,2,My Name Is,1999-02-23
my name is  chka chka  slim shady,33,The Slim Shady LP,2,My Name Is,1999-02-23
my english teacher wanted to flunk me in junior high  shh ,34,The Slim Shady LP,2,My Name Is,1999-02-23
thanks a lot  next semester i will be 35,35,The Slim Shady LP,2,My Name Is,1999-02-23
i smacked him in his face with an eraser  chased him with a stapler,36,The Slim Shady LP,2,My Name Is,1999-02-23
and stapled his nuts to a stack of paper  ow ,37,The Slim Shady LP,2,My Name Is,1999-02-23
walked in the strip club  had my jacket zipped up,38,The Slim Shady LP,2,My Name Is,1999-02-23
flashed the bartender  then stuck my dick in the tip cup,39,The Slim Shady LP,2,My Name Is,1999-02-23
extraterrestrial  running over pedestrians in a spaceship while they are screaming at me   let just be friends ,40,The Slim Shady LP,2,My Name Is,1999-02-23
99 percent of my life  i was lied to,41,The Slim Shady LP,2,My Name Is,1999-02-23
i just found out my mom does more dope than i do  damn ,42,The Slim Shady LP,2,My Name Is,1999-02-23
i told her i would grow up to be a famous rapper,43,The Slim Shady LP,2,My Name Is,1999-02-23
make a record about doing  drugs and name it after her,44,The Slim Shady LP,2,My Name Is,1999-02-23
 oh  thank you ,45,The Slim Shady LP,2,My Name Is,1999-02-23
you know you blew up when the women rush your stands,46,The Slim Shady LP,2,My Name Is,1999-02-23
and try to touch your hands like some screaming  usher fans,47,The Slim Shady LP,2,My Name Is,1999-02-23
